URL,Category,Primary Keyword / Title,FAQ Count,Section Count,Est. Word Count,Has Arabic Version,Source File
"/blog/best-cashless-payment-apps-saudi-arabia","Blog Posts","cashless payment apps Saudi Arabia","6","13","2740","Yes","scripts/posts-2026/cashless-payment-apps-saudi-arabia.mjs"
"/blog/family-travel-bahrain-to-saudi-arabia","Blog Posts","family travel Bahrain to Saudi Arabia","6","13","2203","Yes","scripts/posts-2026/family-travel-bahrain-saudi-arabia.mjs"
"/blog/what-happens-if-flight-to-saudi-arabia-delayed","Blog Posts","flight delayed Saudi Arabia","6","14","3297","Yes","scripts/posts-2026/flight-delayed-saudi-arabia.mjs"
"/blog/friday-prayer-travel-tips-saudi-arabia","Blog Posts","Friday prayer Saudi Arabia tourists","6","15","2644","Yes","scripts/posts-2026/friday-prayer-travel-tips-saudi-arabia.mjs"
"/blog/gcc-residents-road-travel-to-saudi-arabia","Blog Posts","GCC residents road travel Saudi Arabia","6","9","2099","Yes","scripts/posts-2026/gcc-residents-road-travel-saudi-arabia.mjs"
"/blog/hotel-near-haram-what-to-know-before-booking","Blog Posts","hotel near Haram Makkah","6","13","2676","Yes","scripts/posts-2026/hotel-near-haram-what-to-know.mjs"
"/blog/jeddah-airport-terminal-guide-jed","Blog Posts","Jeddah Airport terminals","6","9","2875","No","scripts/posts-2026/jeddah-airport-terminal-guide.mjs"
"/blog/jeddah-season-2026-events-attractions-guide","Blog Posts","Jeddah Season 2026","6","9","3471","No","scripts/posts-2026/jeddah-season-2026.mjs"
"/blog/jeddah-to-alula-transport-options","Blog Posts","Jeddah to AlUla","6","9","2806","No","scripts/posts-2026/jeddah-to-alula.mjs"
"/blog/madinah-to-yanbu-transfer-guide","Blog Posts","Madinah to Yanbu transfer","6","11","1908","Yes","scripts/posts-2026/madinah-to-yanbu-transfer-guide.mjs"
"/blog/neom-travel-guide-2026","Blog Posts","NEOM travel guide","6","9","2554","No","scripts/posts-2026/neom-travel-guide.mjs"
"/blog/red-sea-project-travel-guide","Blog Posts","Red Sea Project travel","6","9","3591","No","scripts/posts-2026/red-sea-project.mjs"
"/blog/riyadh-air-what-travelers-should-know","Blog Posts","Riyadh Air","6","10","2933","No","scripts/posts-2026/riyadh-air.mjs"
"/blog/best-day-trips-from-riyadh-private-driver","Blog Posts","Riyadh day trips","6","11","2872","No","scripts/posts-2026/riyadh-day-trips.mjs"
"/blog/riyadh-to-alula-road-trip-guide","Blog Posts","Riyadh to AlUla road trip","6","12","2520","Yes","scripts/posts-2026/riyadh-to-alula-road-trip.mjs"
"/blog/saudi-arabia-airport-wifi-guide","Blog Posts","Saudi airport WiFi","6","13","2927","Yes","scripts/posts-2026/saudi-airport-wifi-guide.mjs"
"/blog/saudi-arabia-in-august-weather-crowds-travel-tips","Blog Posts","Saudi Arabia in August","7","13","4052","Yes","scripts/posts-2026/saudi-arabia-in-august.mjs"
"/blog/saudi-arabia-travel-scams-tourists-should-know","Blog Posts","Saudi Arabia travel scams","6","14","2656","Yes","scripts/posts-2026/saudi-arabia-travel-scams.mjs"
"/blog/saudi-arabia-with-elderly-parents-travel-tips","Blog Posts","Saudi Arabia with elderly parents","6","13","3073","Yes","scripts/posts-2026/saudi-arabia-with-elderly-parents.mjs"
"/blog/saudi-tourist-visa-2026-guide","Blog Posts","Saudi tourist visa 2026","6","9","2750","No","scripts/posts-2026/saudi-tourist-visa-2026.mjs"
"/blog/is-saudi-arabia-safe-for-solo-tourists-2026","Blog Posts","Saudi Arabia solo travel","6","14","3585","Yes","scripts/posts-2026/solo-tourist-safety-saudi-arabia.mjs"
"/blog/best-places-to-visit-taif-summer","Blog Posts","Taif summer travel","6","14","3592","No","scripts/posts-2026/taif-summer.mjs"
"/blog/travel-documents-bahrain-to-saudi-arabia","Blog Posts","travel documents Bahrain to Saudi Arabia","6","11","2138","Yes","scripts/posts-2026/travel-documents-bahrain-saudi-arabia.mjs"
"/blog/best-hotels-near-dammam-airport","Blog Posts","Hotels near Dammam Airport","10","16","4146","No","scripts/posts-2027/best-hotels-near-dammam-airport.mjs"
"/blog/dammam-to-bahrain-travel-guide","Blog Posts","Dammam to Bahrain taxi","10","18","3841","Yes","scripts/posts-2027/dammam-to-bahrain-travel-guide.mjs"
"/blog/dammam-travel-guide","Blog Posts","Dammam travel guide","11","17","3792","No","scripts/posts-2027/dammam-travel-guide.mjs"
"/blog/king-fahd-international-airport-complete-guide","Blog Posts","King Fahd International Airport guide","11","19","4315","No","scripts/posts-2027/king-fahd-airport-complete-guide.mjs"
"/blog/king-fahd-causeway-guide","Blog Posts","King Fahd Causeway guide","11","18","3812","Yes","scripts/posts-2027/king-fahd-causeway-guide.mjs"
"/blog/saudi-airport-pickup-guide","Blog Posts","Saudi airport pickup","12","16","3891","No","scripts/posts-2027/saudi-airport-pickup-guide.mjs"
"/blog/saudi-airport-transfer-tips","Blog Posts","Saudi airport transfer tips","10","15","3767","No","scripts/posts-2027/saudi-airport-transfer-tips.mjs"
"/blog/saudi-arabia-business-travel-guide-2027","Blog Posts","Saudi Arabia business travel","10","19","4244","No","scripts/posts-2027/saudi-arabia-business-travel-guide.mjs"
"/blog/saudi-arabia-digital-nomad-guide","Blog Posts","Saudi Arabia digital nomad","10","19","4069","No","scripts/posts-2027/saudi-arabia-digital-nomad-guide.mjs"
"/blog/saudi-arabia-entry-requirements-2027","Blog Posts","Saudi Arabia entry requirements 2027","15","14","5083","No","scripts/posts-2027/saudi-entry-requirements-2027.mjs"
"/blog/jeddah-airport-to-makkah-taxi-service-guide","Blog Posts","Jeddah airport to Makkah taxi","5","8","1419","Yes","scripts/seed-blogs.mjs"
"/blog/makkah-to-madinah-private-taxi-guide","Blog Posts","Makkah to Madinah taxi","5","8","1231","Yes","scripts/seed-blogs.mjs"
"/blog/riyadh-airport-transfer-business-travelers","Blog Posts","Riyadh airport transfer","5","8","1196","No","scripts/seed-blogs.mjs"
"/blog/saudi-arabia-intercity-taxi-services-guide","Blog Posts","Saudi Arabia intercity taxi","5","8","1195","No","scripts/seed-blogs.mjs"
"/blog/top-tourist-destinations-private-taxi-saudi-arabia","Blog Posts","tourist destinations Saudi Arabia by taxi","5","9","1196","No","scripts/seed-blogs.mjs"
"/blog/taxi-cost-saudi-arabia-price-guide","Blog Posts","taxi cost Saudi Arabia","5","8","1200","No","scripts/seed-blogs.mjs"
"/blog/jeddah-to-taif-taxi-guide","Blog Posts","Jeddah to Taif taxi","5","8","989","Yes","scripts/seed-blogs.mjs"
"/blog/riyadh-to-dammam-taxi-guide","Blog Posts","Riyadh to Dammam taxi","5","8","995","Yes","scripts/seed-blogs.mjs"
"/blog/umrah-transport-makkah-madinah-guide","Blog Posts","Umrah transport","5","9","1066","No","scripts/seed-blogs.mjs"
"/blog/saudi-to-bahrain-taxi-king-fahd-causeway","Blog Posts","Saudi to Bahrain taxi","5","8","1084","No","scripts/seed-blogs.mjs"
"/blog/how-to-perform-umrah-step-by-step-guide","Blog Posts","how to perform umrah","5","18","2673","No","scripts/seed-blogs.mjs"
"/blog/common-mistakes-to-avoid-during-umrah","Blog Posts","common umrah mistakes","5","21","2624","No","scripts/seed-blogs.mjs"
"/blog/main-rituals-of-hajj-explained","Blog Posts","hajj rituals","5","22","2697","No","scripts/seed-blogs.mjs"
"/blog/what-to-pack-for-umrah-checklist","Blog Posts","umrah packing list","5","26","2756","No","scripts/seed-blogs.mjs"
"/blog/madinah-ziyarat-historic-sites-guide","Blog Posts","madinah ziyarat places","5","24","2642","No","scripts/seed-blogs.mjs"
"/blog/best-time-to-perform-umrah-2026","Blog Posts","best time to perform umrah","0","19","2039","No","scripts/seed-blogs.mjs"
"/blog/difference-between-hajj-and-umrah","Blog Posts","difference between hajj and umrah","0","20","2002","No","scripts/seed-blogs.mjs"
"/blog/essential-duas-for-umrah-and-hajj","Blog Posts","duas for umrah and hajj","0","20","1874","No","scripts/seed-blogs.mjs"
"/blog/first-time-visiting-makkah-guide","Blog Posts","first time visiting makkah","0","21","1921","No","scripts/seed-blogs.mjs"
"/blog/first-time-visiting-madinah-guide","Blog Posts","first time visiting madinah","0","22","1975","No","scripts/seed-blogs.mjs"
"/blog/jeddah-airport-arrival-guide-umrah","Blog Posts","jeddah airport arrival guide","0","22","1966","No","scripts/seed-blogs.mjs"
"/blog/saudi-arabia-entry-requirements-pilgrims-2026","Blog Posts","saudi arabia entry requirements","0","21","2069","No","scripts/seed-blogs.mjs"
"/blog/how-to-travel-between-makkah-madinah-jeddah","Blog Posts","travel between makkah madinah jeddah","0","21","2109","No","scripts/seed-blogs.mjs"
"/blog/common-questions-first-time-umrah-pilgrims","Blog Posts","first time umrah questions","0","24","2012","No","scripts/seed-blogs.mjs"
"/blog/complete-guide-to-masjid-al-haram","Blog Posts","masjid al-haram guide","0","22","1934","No","scripts/seed-blogs.mjs"
"/blog/umrah-for-elderly-pilgrims","Blog Posts","umrah for elderly pilgrims","0","25","2710","No","scripts/seed-blogs.mjs"
"/blog/makkah-madinah-train-vs-taxi","Blog Posts","makkah to madinah train vs taxi","0","25","2675","No","scripts/seed-blogs.mjs"
"/blog/umrah-with-children","Blog Posts","umrah with children","0","26","2627","No","scripts/seed-blogs.mjs"
"/blog/miqat-locations-for-umrah","Blog Posts","miqat locations for umrah","0","23","2723","No","scripts/seed-blogs.mjs"
"/blog/transportation-mistakes-pilgrims","Blog Posts","transportation tips for umrah pilgrims","0","23","2661","No","scripts/seed-blogs.mjs"
"/blog/riyadh-metro-vs-taxi","Blog Posts","riyadh metro vs taxi","0","22","2409","No","scripts/seed-blogs.mjs"
"/blog/king-salman-airport-transfers-guide","Blog Posts","king salman airport transfers","0","19","2371","No","scripts/seed-blogs.mjs"
"/blog/new-saudi-umrah-visa-rules-2026","Blog Posts","umrah visa rules 2026","0","20","2433","No","scripts/seed-blogs.mjs"
"/blog/vip-transfer-jeddah-airport-to-makkah","Blog Posts","vip transfer jeddah airport to makkah","0","20","2374","No","scripts/seed-blogs.mjs"
"/blog/private-chauffeur-vs-ride-hailing-saudi-arabia","Blog Posts","private chauffeur vs ride-hailing saudi arabia","0","21","2403","No","scripts/seed-blogs.mjs"
"/blog/ramadan-2026-makkah-transport-guide","Blog Posts","ramadan 2026 makkah transport","0","20","2456","No","scripts/seed-blogs.mjs"
"/blog/solo-female-pilgrim-travel-saudi-arabia","Blog Posts","solo female pilgrim travel saudi arabia","0","20","2425","No","scripts/seed-blogs.mjs"
"/blog/alula-travel-guide-2026","Blog Posts","alula travel guide 2026","0","20","2417","No","scripts/seed-blogs.mjs"
"/blog/nusuk-app-umrah-guide","Blog Posts","nusuk app umrah","0","19","2296","No","scripts/seed-blogs.mjs"
"/blog/cost-of-umrah-trip-2026","Blog Posts","cost of umrah trip 2026","0","20","2567","No","scripts/seed-blogs.mjs"
"/blog/hajj-2027-registration-permit-updates","Blog Posts","Hajj 2027 registration","6","10","2559","No","scripts/new-posts-2027.mjs"
"/blog/saudi-arabia-tourism-projects-2027","Blog Posts","Saudi Arabia tourism projects 2027","6","11","2625","No","scripts/new-posts-2027.mjs"
"/blog/riyadh-expo-2030-preparations","Blog Posts","Riyadh Expo 2030","6","12","2448","No","scripts/new-posts-2027.mjs"
"/blog/saudi-national-day-2026-best-cities","Blog Posts","Saudi National Day 2026","6","11","2336","No","scripts/new-posts-2027.mjs"
"/blog/fifa-world-cup-2034-saudi-arabia-travel-planning","Blog Posts","FIFA World Cup Saudi Arabia 2034","6","11","2326","No","scripts/new-posts-2027.mjs"
"/blog/saudi-school-public-holidays-2027","Blog Posts","Saudi holidays 2027","6","10","2347","No","scripts/new-posts-2027.mjs"
"/blog/documents-needed-to-travel-to-saudi-arabia","Blog Posts","documents to travel to Saudi Arabia","6","9","2102","No","scripts/new-posts-travel-tips.mjs"
"/blog/what-to-do-after-landing-at-jeddah-airport","Blog Posts","after landing at Jeddah airport","6","9","2043","No","scripts/new-posts-travel-tips.mjs"
"/blog/can-tourists-drive-in-saudi-arabia","Blog Posts","can tourists drive in Saudi Arabia","6","7","2059","No","scripts/new-posts-travel-tips.mjs"
"/blog/how-much-cash-to-carry-in-saudi-arabia","Blog Posts","how much cash to carry in Saudi Arabia","6","7","2214","No","scripts/new-posts-travel-tips.mjs"
"/blog/uber-vs-careem-vs-private-transfer-saudi-arabia","Blog Posts","Uber in Saudi Arabia","6","8","2049","No","scripts/new-posts-travel-tips.mjs"
"/blog/saudi-arabia-sim-card-guide-tourists","Blog Posts","Saudi Arabia SIM card for tourists","6","9","2470","No","scripts/new-posts-travel-tips.mjs"
"/blog/what-to-wear-in-saudi-arabia-tourist","Blog Posts","what to wear in Saudi Arabia","6","8","2023","No","scripts/new-posts-travel-tips.mjs"
"/blog/common-mistakes-tourists-make-in-saudi-arabia","Blog Posts","mistakes tourists make in Saudi Arabia","6","10","2432","No","scripts/new-posts-travel-tips.mjs"
"/blog/how-to-exchange-currency-in-saudi-arabia","Blog Posts","exchange currency in Saudi Arabia","6","7","2101","No","scripts/new-posts-travel-tips.mjs"
"/blog/saudi-arabia-travel-checklist-before-flight","Blog Posts","Saudi Arabia travel checklist","6","8","2228","No","scripts/new-posts-travel-tips.mjs"
